Order Date,Region,Category,Sub-Category,Customer Name,Quantity,Sales,Discount,Profit
2023-02-07,Central,Technology,Copiers,Customer 8,9,1738.77,0.15,-124.0
2023-07-23,South,Office Supplies,Art,Customer 16,11,151.42,0.2,-27.99
2023-06-08,West,Furniture,Bookcases,Customer 48,1,50.48,0.2,-2.27
2023-11-17,East,Office Supplies,Art,Customer 12,13,170.92,0.2,3.78
2024-07-18,West,Office Supplies,Binders,Customer 98,9,94.14,0.0,27.77
2023-08-11,East,Furniture,Bookcases,Customer 87,1,24.88,0.0,3.46
2024-05-14,East,Office Supplies,Paper,Customer 87,2,38.8,0.0,13.89
2023-07-23,South,Office Supplies,Binders,Customer 60,13,23.06,0.15,5.54
2023-11-07,West,Technology,Machines,Customer 18,2,317.05,0.0,45.53
2024-02-17,South,Technology,Machines,Customer 82,12,783.47,0.15,55.39
2024-12-21,East,Office Supplies,Labels,Customer 51,7,59.45,0.3,3.95
2024-07-09,East,Technology,Machines,Customer 75,5,282.15,0.0,57.98
2024-10-03,West,Technology,Accessories,Customer 52,13,1406.51,0.0,-273.36
2024-04-03,West,Office Supplies,Binders,Customer 77,6,115.4,0.4,19.79
2023-06-30,South,Office Supplies,Paper,Customer 76,8,169.35,0.3,-5.1
2023-01-15,South,Office Supplies,Art,Customer 60,5,13.87,0.2,2.61
2024-08-02,Central,Office Supplies,Art,Customer 13,9,59.16,0.0,14.41
2024-07-18,South,Office Supplies,Paper,Customer 66,7,15.92,0.0,4.89
2023-02-15,South,Office Supplies,Labels,Customer 9,8,50.57,0.1,-5.32
2023-02-23,South,Technology,Machines,Customer 76,4,776.9,0.1,151.13
2023-06-11,South,Technology,Copiers,Customer 65,10,395.29,0.0,85.77
2024-03-19,East,Office Supplies,Binders,Customer 117,11,217.51,0.0,-60.79
2024-10-18,Central,Technology,Machines,Customer 22,7,1081.25,0.2,-57.0
2023-06-20,West,Technology,Copiers,Customer 109,11,1376.8,0.0,344.38
2024-10-22,Central,Office Supplies,Storage,Customer 80,2,24.19,0.0,11.52
2023-01-13,East,Office Supplies,Storage,Customer 27,12,233.96,0.2,-1.18
2024-07-21,West,Office Supplies,Art,Customer 9,7,26.3,0.0,7.85
2024-07-28,South,Office Supplies,Paper,Customer 97,12,162.85,0.2,-5.65
2024-01-21,West,Office Supplies,Paper,Customer 21,11,18.33,0.3,0.07
2023-12-08,West,Technology,Accessories,Customer 81,11,1339.48,0.1,168.99
2023-03-07,Central,Office Supplies,Art,Customer 40,9,96.31,0.0,18.54
2023-12-22,West,Office Supplies,Storage,Customer 88,4,33.98,0.0,9.85
2024-06-18,East,Office Supplies,Labels,Customer 118,3,28.28,0.15,-1.72
2024-10-19,South,Technology,Copiers,Customer 8,7,1534.27,0.15,110.31
2024-09-14,South,Technology,Machines,Customer 36,11,467.91,0.2,127.02
2024-03-30,South,Office Supplies,Art,Customer 25,13,172.44,0.0,-8.71
2023-08-12,Central,Office Supplies,Paper,Customer 8,6,117.62,0.0,21.53
2023-04-23,South,Office Supplies,Paper,Customer 92,7,131.46,0.2,7.72
2024-05-22,West,Office Supplies,Art,Customer 72,10,132.35,0.3,15.37
2024-03-06,East,Technology,Phones,Customer 82,12,2297.56,0.2,128.31
2023-11-04,West,Furniture,Tables,Customer 74,4,198.55,0.0,51.93
2023-09-11,South,Office Supplies,Paper,Customer 94,6,152.23,0.1,46.62
2024-05-13,West,Office Supplies,Art,Customer 94,5,50.06,0.1,10.7
2024-05-31,West,Office Supplies,Labels,Customer 75,13,116.69,0.3,-34.68
2023-06-01,Central,Technology,Machines,Customer 15,5,561.4,0.0,114.45
2024-05-12,Central,Office Supplies,Labels,Customer 31,6,36.42,0.4,-3.14
2024-01-26,South,Technology,Phones,Customer 19,7,214.71,0.0,48.71
2023-01-20,East,Technology,Phones,Customer 54,13,838.5,0.0,-20.83
2023-12-02,Central,Office Supplies,Labels,Customer 118,9,48.4,0.0,17.06
2024-05-17,South,Office Supplies,Art,Customer 53,4,32.96,0.2,8.3
2023-02-15,South,Furniture,Bookcases,Customer 83,3,103.24,0.0,14.47
2023-10-10,West,Furniture,Bookcases,Customer 115,3,184.72,0.2,-7.0
2023-10-19,Central,Technology,Machines,Customer 17,1,146.79,0.0,100.56
2023-03-07,Central,Office Supplies,Paper,Customer 70,12,145.41,0.0,56.89
2023-01-13,East,Office Supplies,Storage,Customer 62,1,9.52,0.2,2.43
2024-04-02,East,Office Supplies,Binders,Customer 99,12,174.46,0.1,34.81
2023-11-13,South,Office Supplies,Binders,Customer 5,3,17.45,0.0,8.95
2024-03-05,East,Technology,Accessories,Customer 7,10,1006.21,0.1,318.8
2024-04-26,West,Office Supplies,Art,Customer 55,3,37.91,0.4,-1.17
2024-01-15,Central,Office Supplies,Art,Customer 102,4,55.16,0.0,5.91
2023-04-10,East,Office Supplies,Paper,Customer 87,12,112.17,0.0,42.34
2024-05-01,West,Technology,Accessories,Customer 120,12,1340.78,0.0,55.45
2024-02-01,West,Technology,Accessories,Customer 108,10,1848.66,0.15,237.75
2023-03-08,East,Technology,Accessories,Customer 111,4,635.57,0.0,62.75
2023-09-14,East,Technology,Copiers,Customer 27,2,126.0,0.0,2.57
2024-11-01,West,Office Supplies,Storage,Customer 35,1,7.77,0.1,1.24
2023-01-01,East,Office Supplies,Labels,Customer 87,6,47.85,0.15,10.92
2023-08-31,East,Office Supplies,Paper,Customer 81,9,141.22,0.0,31.66
2024-05-18,West,Office Supplies,Binders,Customer 9,5,58.14,0.0,-6.51
2024-09-29,South,Furniture,Tables,Customer 41,11,534.15,0.0,39.34
2023-01-27,West,Office Supplies,Art,Customer 4,8,13.33,0.0,4.0
2023-10-06,South,Technology,Phones,Customer 76,4,247.15,0.2,124.96
2024-12-05,South,Office Supplies,Storage,Customer 51,3,21.87,0.1,3.36
2023-12-24,Central,Office Supplies,Storage,Customer 1,11,113.31,0.0,22.69
2024-03-28,Central,Technology,Machines,Customer 26,5,684.62,0.1,99.72
2024-06-04,Central,Office Supplies,Paper,Customer 74,1,13.13,0.15,-1.39
2024-03-24,South,Office Supplies,Storage,Customer 93,13,169.72,0.0,28.03
2023-10-11,South,Technology,Copiers,Customer 47,11,849.25,0.15,-247.18
2024-08-26,Central,Furniture,Tables,Customer 5,3,281.48,0.1,70.83
2023-03-20,East,Furniture,Tables,Customer 6,8,185.0,0.3,24.2
2023-10-28,Central,Office Supplies,Storage,Customer 7,6,60.05,0.3,2.65
2023-04-16,East,Technology,Machines,Customer 57,11,1821.39,0.0,-180.46
2023-08-23,East,Office Supplies,Binders,Customer 115,13,99.16,0.0,4.0
2023-03-25,East,Office Supplies,Art,Customer 104,4,11.98,0.2,1.64
2023-10-13,West,Technology,Copiers,Customer 100,9,945.36,0.0,256.29
2024-04-12,West,Office Supplies,Paper,Customer 90,11,117.06,0.3,-10.47
2023-04-04,Central,Office Supplies,Binders,Customer 71,5,69.79,0.1,6.47
2023-07-20,Central,Technology,Copiers,Customer 86,3,284.12,0.0,-26.01
2024-03-21,Central,Office Supplies,Art,Customer 113,3,35.06,0.3,-2.24
2024-10-29,East,Technology,Machines,Customer 63,11,1708.7,0.1,66.57
2023-12-11,East,Furniture,Chairs,Customer 15,6,293.76,0.1,59.85
2024-08-26,South,Office Supplies,Binders,Customer 95,2,14.36,0.0,0.9
2024-11-05,South,Office Supplies,Art,Customer 1,3,51.66,0.2,10.68
2023-07-05,West,Office Supplies,Art,Customer 16,4,39.17,0.2,-0.6
2024-05-22,South,Office Supplies,Binders,Customer 109,4,59.62,0.4,-1.23
2023-11-24,Central,Furniture,Bookcases,Customer 8,13,856.66,0.0,170.18
2023-12-16,East,Technology,Machines,Customer 11,2,292.12,0.15,10.05
2024-10-27,Central,Technology,Phones,Customer 33,4,487.33,0.2,23.21
2024-08-10,Central,Technology,Copiers,Customer 104,1,157.36,0.3,9.07
2024-01-23,West,Office Supplies,Storage,Customer 78,10,39.01,0.1,9.59
2023-09-27,West,Office Supplies,Binders,Customer 9,7,83.3,0.15,-10.99
2023-09-28,West,Office Supplies,Labels,Customer 45,11,115.34,0.0,16.92
2023-04-27,East,Office Supplies,Art,Customer 19,2,11.01,0.4,-0.77
2023-04-22,East,Office Supplies,Art,Customer 22,12,214.7,0.15,8.54
2024-09-17,South,Furniture,Furnishings,Customer 36,12,1106.63,0.3,4.77
2024-12-12,Central,Technology,Machines,Customer 12,13,880.02,0.3,53.05
2024-06-04,West,Office Supplies,Binders,Customer 41,10,86.79,0.0,32.35
2024-06-07,East,Office Supplies,Art,Customer 112,13,190.51,0.1,2.25
2024-02-29,East,Office Supplies,Storage,Customer 94,11,86.35,0.0,18.8
2024-07-08,West,Technology,Copiers,Customer 106,9,2173.82,0.0,164.37
2024-04-06,West,Office Supplies,Binders,Customer 69,8,144.12,0.2,-1.59
2024-01-28,West,Furniture,Tables,Customer 31,4,385.19,0.0,80.78
2023-09-07,Central,Furniture,Furnishings,Customer 66,2,151.0,0.0,61.78
2023-06-09,South,Furniture,Tables,Customer 14,4,105.31,0.15,-13.52
2024-09-22,West,Technology,Accessories,Customer 77,7,220.9,0.1,105.12
2024-04-21,South,Technology,Machines,Customer 23,3,427.12,0.0,69.55
2023-09-06,South,Furniture,Tables,Customer 56,8,715.3,0.3,-17.18
2024-07-14,South,Office Supplies,Binders,Customer 23,1,12.73,0.0,2.6
2023-03-05,Central,Office Supplies,Binders,Customer 53,10,171.33,0.2,5.28
2024-07-06,West,Office Supplies,Art,Customer 34,2,26.61,0.4,-2.28
2024-06-19,West,Technology,Machines,Customer 77,1,96.74,0.1,14.5
2024-11-19,South,Technology,Machines,Customer 96,7,987.54,0.15,143.82
2024-10-13,Central,Office Supplies,Art,Customer 2,1,13.09,0.15,-1.04
2024-09-15,West,Office Supplies,Storage,Customer 30,1,1.67,0.2,0.41
2024-02-02,East,Furniture,Chairs,Customer 7,13,1406.15,0.1,43.08
2023-07-09,South,Office Supplies,Storage,Customer 6,1,7.66,0.15,1.49
2024-08-04,South,Technology,Phones,Customer 98,12,993.26,0.0,-54.84
2023-07-25,Central,Office Supplies,Storage,Customer 50,10,105.12,0.2,-3.63
2023-07-20,West,Furniture,Tables,Customer 5,2,105.21,0.15,7.92
2024-03-26,Central,Office Supplies,Art,Customer 25,8,72.9,0.1,13.91
2024-04-15,West,Office Supplies,Paper,Customer 45,13,196.93,0.4,29.82
2024-02-01,East,Office Supplies,Storage,Customer 108,7,190.69,0.0,20.4
2024-09-12,West,Technology,Phones,Customer 52,1,89.27,0.0,13.57
2024-01-24,South,Office Supplies,Binders,Customer 66,12,184.78,0.15,2.98
2023-09-22,Central,Office Supplies,Binders,Customer 90,1,15.1,0.1,0.32
2023-11-07,Central,Office Supplies,Labels,Customer 2,1,16.27,0.0,5.19
2023-05-15,East,Office Supplies,Labels,Customer 36,11,26.16,0.1,-0.74
2024-03-12,South,Technology,Machines,Customer 62,11,1357.62,0.15,81.84
2023-09-13,South,Technology,Accessories,Customer 37,12,105.86,0.2,-8.46
2023-01-05,West,Office Supplies,Paper,Customer 13,6,59.87,0.2,9.36
2023-07-22,South,Technology,Copiers,Customer 91,13,1521.12,0.15,161.46
2024-12-07,South,Technology,Phones,Customer 22,7,271.68,0.1,-0.51
2024-05-03,West,Furniture,Bookcases,Customer 20,10,309.58,0.2,14.62
2023-09-30,South,Office Supplies,Binders,Customer 43,8,61.44,0.1,14.24
2024-02-17,West,Furniture,Chairs,Customer 3,2,131.69,0.4,15.31
2024-09-02,East,Technology,Phones,Customer 86,10,602.53,0.2,-19.72
2023-03-22,South,Technology,Copiers,Customer 106,5,278.08,0.0,27.24
2024-06-16,East,Office Supplies,Art,Customer 103,7,53.2,0.0,5.36
2023-05-07,West,Technology,Copiers,Customer 91,7,194.1,0.0,-38.7
2023-07-04,West,Office Supplies,Labels,Customer 82,11,135.82,0.4,-12.92
2023-01-28,Central,Office Supplies,Binders,Customer 88,1,5.16,0.0,-0.02
2024-07-22,Central,Office Supplies,Storage,Customer 20,7,98.78,0.3,24.73
2023-07-21,East,Furniture,Tables,Customer 85,3,200.81,0.3,1.89
2023-03-19,East,Office Supplies,Labels,Customer 86,11,92.2,0.3,-7.47
2023-08-08,East,Office Supplies,Art,Customer 47,1,15.77,0.0,2.37
2024-01-07,East,Office Supplies,Art,Customer 19,12,94.65,0.0,5.36
2024-04-28,West,Furniture,Chairs,Customer 34,9,409.22,0.0,28.97
2023-09-06,South,Office Supplies,Labels,Customer 74,7,53.73,0.0,26.15
2023-04-07,West,Office Supplies,Art,Customer 98,3,42.1,0.1,-4.2
2024-01-14,South,Office Supplies,Art,Customer 97,13,225.46,0.4,-38.14
2024-11-23,West,Office Supplies,Storage,Customer 23,3,39.01,0.2,3.32
2023-11-29,West,Office Supplies,Art,Customer 6,2,24.49,0.15,1.39
2024-12-18,South,Furniture,Bookcases,Customer 66,5,307.21,0.0,28.5
2023-02-01,West,Office Supplies,Binders,Customer 87,11,108.08,0.0,8.15
2024-12-25,West,Furniture,Furnishings,Customer 17,4,400.37,0.3,62.22
2023-12-19,East,Office Supplies,Binders,Customer 1,13,158.2,0.1,17.92
2024-02-25,West,Office Supplies,Storage,Customer 19,10,24.61,0.0,3.3
2023-07-04,South,Technology,Phones,Customer 16,12,1039.93,0.2,128.89
2023-12-24,East,Office Supplies,Art,Customer 68,6,10.0,0.0,1.64
2024-11-17,South,Technology,Accessories,Customer 45,9,450.75,0.15,181.54
2023-03-10,South,Office Supplies,Binders,Customer 116,12,141.04,0.15,9.75
2024-01-21,West,Office Supplies,Binders,Customer 95,1,8.58,0.2,1.89
2024-07-06,South,Technology,Machines,Customer 106,1,94.27,0.2,0.74
2023-06-19,East,Furniture,Tables,Customer 5,13,1324.05,0.0,188.92
2023-01-15,East,Furniture,Furnishings,Customer 9,7,117.01,0.1,25.29
2023-03-25,West,Furniture,Chairs,Customer 78,8,357.67,0.2,126.36
2023-08-18,South,Office Supplies,Binders,Customer 40,5,28.53,0.0,9.85
2024-03-19,South,Technology,Phones,Customer 57,2,19.06,0.2,8.02
2024-04-11,West,Office Supplies,Binders,Customer 67,1,17.46,0.1,2.52
2023-06-11,South,Office Supplies,Storage,Customer 20,13,244.36,0.15,-2.18
2023-09-03,South,Office Supplies,Art,Customer 87,6,46.13,0.0,1.87
2024-06-29,South,Office Supplies,Art,Customer 37,13,111.1,0.0,12.18
2023-12-22,South,Office Supplies,Paper,Customer 4,4,6.67,0.15,-0.94
2024-01-09,West,Office Supplies,Binders,Customer 72,7,134.5,0.15,37.19
2024-04-26,West,Technology,Accessories,Customer 106,1,144.33,0.15,22.84
2023-10-31,West,Technology,Accessories,Customer 15,8,245.44,0.0,29.62
2023-05-08,South,Office Supplies,Paper,Customer 67,12,62.17,0.0,4.74
2023-11-13,Central,Office Supplies,Paper,Customer 35,7,127.32,0.15,16.75
2024-02-21,Central,Office Supplies,Art,Customer 58,10,136.42,0.2,-1.68
2024-09-01,West,Office Supplies,Storage,Customer 45,1,15.83,0.1,4.7
2024-03-14,South,Office Supplies,Storage,Customer 50,11,18.33,0.2,0.63
2023-07-19,West,Technology,Phones,Customer 97,13,1478.26,0.4,137.57
2024-02-17,Central,Office Supplies,Labels,Customer 116,13,21.67,0.0,2.68
2024-06-21,South,Office Supplies,Art,Customer 88,2,18.45,0.1,8.16
2024-06-15,South,Office Supplies,Binders,Customer 109,2,8.45,0.1,-0.41
2024-09-01,South,Office Supplies,Paper,Customer 7,10,16.67,0.2,4.95
2023-05-09,East,Technology,Accessories,Customer 99,7,11.67,0.0,-1.33
2024-07-03,Central,Office Supplies,Labels,Customer 53,2,28.3,0.15,5.23
2023-12-11,Central,Office Supplies,Binders,Customer 116,2,16.66,0.1,2.68
2024-08-27,West,Office Supplies,Binders,Customer 58,1,12.04,0.2,-1.71
2023-05-30,South,Office Supplies,Storage,Customer 10,1,20.83,0.1,0.03
2024-01-23,Central,Furniture,Furnishings,Customer 78,2,100.2,0.0,15.92
2024-06-02,East,Furniture,Chairs,Customer 68,10,634.3,0.1,-34.47
2024-10-27,East,Office Supplies,Storage,Customer 91,1,20.92,0.1,5.5
2024-10-04,Central,Office Supplies,Storage,Customer 120,1,6.24,0.0,-0.4
2024-11-14,South,Office Supplies,Storage,Customer 30,7,65.87,0.15,-3.53
2024-04-01,Central,Office Supplies,Art,Customer 29,4,57.96,0.3,12.14
2024-01-30,South,Furniture,Tables,Customer 49,6,199.77,0.2,26.9
2023-10-16,Central,Technology,Phones,Customer 83,11,648.25,0.15,5.34
2023-02-18,Central,Office Supplies,Binders,Customer 87,11,134.4,0.1,21.28
2024-01-09,South,Office Supplies,Storage,Customer 68,3,46.38,0.15,4.23
2023-07-12,East,Office Supplies,Binders,Customer 48,3,54.62,0.0,12.47
2023-12-10,Central,Office Supplies,Paper,Customer 14,13,170.22,0.1,-8.02
2023-05-25,Central,Office Supplies,Storage,Customer 24,7,115.46,0.2,-17.66
2024-03-04,East,Furniture,Furnishings,Customer 35,3,179.18,0.0,46.01
2024-09-26,South,Office Supplies,Art,Customer 100,4,49.72,0.0,21.36
2024-03-03,East,Office Supplies,Labels,Customer 90,2,44.87,0.4,1.25
2024-03-21,East,Office Supplies,Labels,Customer 23,10,44.39,0.0,-4.25
2023-02-23,East,Office Supplies,Paper,Customer 102,1,6.27,0.1,0.68
2023-02-07,East,Office Supplies,Storage,Customer 45,4,45.75,0.15,-3.97
2023-01-31,Central,Office Supplies,Storage,Customer 101,1,8.89,0.3,-0.15
2023-06-20,East,Office Supplies,Art,Customer 58,13,220.53,0.1,80.81
2024-03-04,East,Office Supplies,Labels,Customer 26,7,100.45,0.3,-8.03
2024-05-01,Central,Technology,Copiers,Customer 15,11,1416.45,0.3,-201.57
2024-06-13,East,Office Supplies,Labels,Customer 113,6,157.56,0.15,34.55
2023-03-03,West,Office Supplies,Binders,Customer 107,10,191.72,0.2,-11.29
2023-04-03,East,Office Supplies,Storage,Customer 67,1,6.33,0.0,0.7
2024-02-03,Central,Technology,Machines,Customer 53,8,1468.59,0.15,-170.68
2024-06-20,West,Furniture,Chairs,Customer 24,5,212.03,0.0,-11.68
2023-12-30,Central,Office Supplies,Storage,Customer 29,6,41.59,0.0,26.35
2023-10-20,South,Office Supplies,Paper,Customer 51,4,28.03,0.15,4.88
2024-05-05,East,Furniture,Chairs,Customer 66,11,1110.32,0.15,-72.51
2024-08-30,South,Office Supplies,Paper,Customer 114,5,80.26,0.15,5.5
2023-07-10,East,Technology,Accessories,Customer 103,1,143.8,0.1,18.63
2023-01-07,South,Office Supplies,Storage,Customer 90,6,85.03,0.2,9.73
2023-09-03,West,Furniture,Furnishings,Customer 30,2,166.74,0.0,18.89
2024-09-19,South,Office Supplies,Art,Customer 103,6,40.31,0.0,-5.86
2024-02-22,West,Furniture,Chairs,Customer 39,8,470.33,0.3,95.19
2023-03-05,West,Furniture,Tables,Customer 29,6,391.42,0.0,60.83
2024-06-27,East,Technology,Accessories,Customer 27,8,751.03,0.3,13.93
2023-07-15,Central,Office Supplies,Paper,Customer 19,2,36.05,0.2,5.34
2023-07-29,West,Office Supplies,Storage,Customer 107,6,16.29,0.1,-1.55
2024-12-22,West,Office Supplies,Labels,Customer 74,11,97.52,0.1,-12.18
2024-06-25,West,Furniture,Chairs,Customer 36,11,969.25,0.15,156.57
2023-01-05,South,Office Supplies,Storage,Customer 45,3,33.77,0.2,11.33
2024-11-19,South,Furniture,Chairs,Customer 43,11,855.12,0.0,201.97
2023-01-19,South,Technology,Machines,Customer 16,10,410.86,0.0,32.22
2024-10-25,Central,Office Supplies,Labels,Customer 40,13,97.64,0.15,7.09
2023-07-20,West,Office Supplies,Paper,Customer 33,8,79.55,0.1,46.51
2024-11-15,West,Office Supplies,Paper,Customer 109,2,3.33,0.0,0.41
2024-08-31,West,Office Supplies,Labels,Customer 56,3,39.64,0.1,14.56
2024-02-24,Central,Office Supplies,Binders,Customer 41,13,108.12,0.15,14.92
2023-10-30,South,Furniture,Tables,Customer 48,13,1100.29,0.15,234.92
2024-06-24,West,Technology,Machines,Customer 4,7,1040.87,0.1,267.97
2024-10-05,Central,Office Supplies,Binders,Customer 90,4,57.98,0.0,7.79
2023-05-28,South,Office Supplies,Binders,Customer 118,12,216.08,0.2,-24.69
2024-07-01,West,Office Supplies,Binders,Customer 85,6,31.04,0.0,4.58
2023-06-03,East,Office Supplies,Binders,Customer 66,1,9.63,0.0,-0.15
2024-08-04,West,Technology,Accessories,Customer 88,9,40.7,0.15,12.5
2024-03-02,South,Technology,Machines,Customer 113,13,1547.42,0.0,90.24
2024-10-25,Central,Office Supplies,Binders,Customer 95,6,67.76,0.2,-6.31
2023-11-23,West,Office Supplies,Paper,Customer 73,11,141.82,0.3,-23.98
2024-05-11,South,Office Supplies,Art,Customer 14,4,51.67,0.0,23.25
2024-12-09,South,Office Supplies,Storage,Customer 37,4,21.95,0.0,3.61
2023-11-28,East,Furniture,Chairs,Customer 44,6,443.63,0.15,86.79
2023-09-29,Central,Office Supplies,Labels,Customer 115,13,136.68,0.1,-17.01
2023-12-01,East,Technology,Machines,Customer 4,9,560.96,0.0,90.43
2023-01-04,Central,Office Supplies,Paper,Customer 34,4,87.02,0.0,22.69
2024-09-07,South,Office Supplies,Storage,Customer 99,11,75.57,0.0,25.11
2024-03-23,Central,Office Supplies,Binders,Customer 12,10,22.22,0.2,-0.79
2024-01-23,West,Furniture,Tables,Customer 53,5,164.36,0.0,45.16
2023-03-13,Central,Office Supplies,Storage,Customer 49,3,44.74,0.0,9.95
2023-12-22,East,Furniture,Chairs,Customer 41,3,35.81,0.0,10.77
2024-02-13,West,Office Supplies,Storage,Customer 61,10,72.31,0.0,6.67
2023-06-11,South,Office Supplies,Storage,Customer 76,2,25.78,0.3,-4.4
2023-01-26,West,Office Supplies,Storage,Customer 56,8,101.96,0.0,23.97
2024-01-26,East,Office Supplies,Binders,Customer 55,1,17.41,0.0,3.22
2023-01-23,East,Office Supplies,Art,Customer 107,8,112.64,0.0,7.22
2024-08-03,South,Office Supplies,Binders,Customer 77,4,70.92,0.1,14.34
2023-07-15,East,Technology,Machines,Customer 37,7,666.26,0.1,142.4
2023-08-07,South,Technology,Accessories,Customer 110,13,1100.99,0.0,134.43
2024-05-22,South,Furniture,Bookcases,Customer 5,5,274.82,0.1,93.73
2023-11-10,West,Office Supplies,Binders,Customer 45,8,138.9,0.0,13.25
2024-01-28,West,Furniture,Furnishings,Customer 100,8,395.86,0.1,53.32
2023-04-01,Central,Technology,Accessories,Customer 115,9,1182.86,0.4,-132.81
2023-02-19,West,Office Supplies,Paper,Customer 19,8,103.65,0.0,11.92
2023-08-21,South,Office Supplies,Paper,Customer 34,6,59.01,0.1,4.21
2023-04-04,West,Office Supplies,Binders,Customer 21,11,223.9,0.0,-23.14
2023-04-29,South,Office Supplies,Binders,Customer 35,4,53.53,0.4,-9.49
2023-03-09,Central,Office Supplies,Labels,Customer 38,10,62.39,0.1,-1.1
2023-08-27,South,Technology,Copiers,Customer 64,3,516.66,0.0,118.76
2023-10-06,South,Office Supplies,Labels,Customer 31,10,81.41,0.0,16.08
2023-03-31,East,Technology,Phones,Customer 15,1,151.85,0.0,4.09
2024-03-31,Central,Office Supplies,Storage,Customer 63,13,140.68,0.0,49.75
2024-05-24,South,Technology,Accessories,Customer 17,4,424.0,0.0,-74.37
2023-02-07,Central,Office Supplies,Art,Customer 8,12,189.6,0.4,-29.27
2023-12-07,East,Furniture,Tables,Customer 42,7,420.85,0.1,-33.24
2024-10-06,South,Office Supplies,Storage,Customer 76,1,13.98,0.0,1.73
2024-03-17,West,Office Supplies,Binders,Customer 67,5,36.69,0.15,1.3
